87658, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, CIRCONSCRIPTION 1ER DEGRE IEN AIX VALLEE DE L'ARC (0133000R), REF - Enseignant 1e degré référent, G0000 - Sans spécialité, 0, 0, Non, 2, 0, 0
87387, PLAN DE CUQUES, 0134099K - ALLAUCH PLAN DE CUQUES CHATEA, ECOLE MATERNELLE PUBLIQUE VICTOR HUGO (0132642B), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 3, 0, 1
86923, PORT DE BOUC, 0134012R - ASH-OUEST, COLLEGE PAUL ELUARD (0132322D), REF - Enseignant 1e degré référent, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 1
86499, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE ELEMENTAIRE PUBLIQUE ANATOLE FRANCE (0131634F), DE - Directeur d'école, D0000 - Direction, 16, 2, Non, 1, 0, 0
86500, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE ELEMENTAIRE PUBLIQUE ANATOLE FRANCE (0131634F), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 13, 0, 2
86501, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE ELEMENTAIRE PUBLIQUE ANATOLE FRANCE (0131634F), IEEL - Unité pédagogique élève allophone arrivant, G0163 - Accueil primo arrivants, 0, 0, Non, 1, 0, 1
86502, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE ELEMENTAIRE PUBLIQUE ANATOLE FRANCE (0131634F), RASE - Réseau d'aide à dominante, G0173 - Rased aide à dominante pédagogique, 0, 0, Non, 1, 0, 0
86503, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE ELEMENTAIRE PUBLIQUE ANATOLE FRANCE (0131634F), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
86504, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE ELEMENTAIRE PUBLIQUE ANATOLE FRANCE (0131634F), ULEC - Ulis école, G0176 - Ulis ue troubles fonctions cognitives, 0, 0, Non, 1, 0, 0
85918, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE ELEMENTAIRE PUBLIQUE JEAN JAURES (0131058E), DE - Directeur d'école, D0000 - Direction, 5, 0, Non, 1, 0, 0
85919, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE ELEMENTAIRE PUBLIQUE JEAN JAURES (0131058E), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 4, 0, 0
85920, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE ELEMENTAIRE PUBLIQUE JEAN JAURES (0131058E), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 2, 0, 0
87074, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE ELEMENTAIRE PUBLIQUE MARCEL PAGNOL (0132441H), DE - Directeur d'école, D0000 - Direction, 9, 0, Non, 1, 0, 0
87075, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE ELEMENTAIRE PUBLIQUE MARCEL PAGNOL (0132441H), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 8, 0, 0
87076, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE ELEMENTAIRE PUBLIQUE MARCEL PAGNOL (0132441H), RASE - Réseau d'aide à dominante, G0173 - Rased aide à dominante pédagogique, 0, 0, Non, 1, 0, 0
87077, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE ELEMENTAIRE PUBLIQUE MARCEL PAGNOL (0132441H), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
85915, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE ELEMENTAIRE PUBLIQUE ROMAIN ROLLAND (0131057D), DE - Directeur d'école, D0000 - Direction, 19, 0, Non, 1, 0, 1
85916, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE ELEMENTAIRE PUBLIQUE ROMAIN ROLLAND (0131057D), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 17, 0, 0
110688, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE ELEMENTAIRE PUBLIQUE ROMAIN ROLLAND (0131057D), ECEL - Enseignant classe élémentaire, G0120 - Classe de lecture, 0, 0, Non, 1, 0, 1
85917, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE ELEMENTAIRE PUBLIQUE ROMAIN ROLLAND (0131057D), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
86894, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE ELEMENTAIRE PUBLIQUE VICTOR HUGO (0132291V), DE - Directeur d'école, D0000 - Direction, 6, 0, Non, 1, 0, 0
86895, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE ELEMENTAIRE PUBLIQUE VICTOR HUGO (0132291V), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 5, 0, 0
86896, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE ELEMENTAIRE PUBLIQUE VICTOR HUGO (0132291V), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 2, 0, 1
85921, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE MATERNELLE PUBLIQUE JOSETTE REIBAUT (0131066N), DE - Directeur d'école, D0000 - Direction, 7, 0, Non, 1, 0, 0
85922, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE MATERNELLE PUBLIQUE JOSETTE REIBAUT (0131066N), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 6, 0, 0
85923, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE MATERNELLE PUBLIQUE JOSETTE REIBAUT (0131066N), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
87025, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE MATERNELLE PUBLIQUE LOUISE MICHEL (0132398L), DE - Directeur d'école, D0000 - Direction, 5, 0, Non, 1, 0, 0
87026, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE MATERNELLE PUBLIQUE LOUISE MICHEL (0132398L), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 4, 0, 0
87027, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE MATERNELLE PUBLIQUE LOUISE MICHEL (0132398L), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
87416, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE MATERNELLE PUBLIQUE LUCIA TICHADOU (0132691E), DE - Directeur d'école, D0000 - Direction, 7, 0, Non, 1, 0, 0
87417, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE MATERNELLE PUBLIQUE LUCIA TICHADOU (0132691E), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 6, 0, 0
87418, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE MATERNELLE PUBLIQUE LUCIA TICHADOU (0132691E), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
87259, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE MATERNELLE PUBLIQUE MARCEL PAGNOL (0132549A), DE - Directeur d'école, D0000 - Direction, 5, 0, Non, 1, 0, 0
87260, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE MATERNELLE PUBLIQUE MARCEL PAGNOL (0132549A), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 3, 0, 0
85924, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE MATERNELLE PUBLIQUE MARGUERITE BLOUVAT (0131067P), DE - Directeur d'école, D0000 - Direction, 6, 0, Non, 1, 0, 0
85925, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE MATERNELLE PUBLIQUE MARGUERITE BLOUVAT (0131067P), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 5, 0, 0
85926, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE MATERNELLE PUBLIQUE MARGUERITE BLOUVAT (0131067P), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 2, 0, 0
86902, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE MATERNELLE PUBLIQUE VICTOR HUGO (0132297B), DE - Directeur d'école, D0000 - Direction, 3, 0, Non, 1, 0, 0
86903, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE MATERNELLE PUBLIQUE VICTOR HUGO (0132297B), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 2, 0, 0
86904, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE MATERNELLE PUBLIQUE VICTOR HUGO (0132297B), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
85912, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE PRIMAIRE PUBLIQUE LES ARCADES LOUIS AZEMARD (0131056C), DE - Directeur d'école, D0000 - Direction, 7, 0, Non, 1, 0, 0
85913, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE PRIMAIRE PUBLIQUE LES ARCADES LOUIS AZEMARD (0131056C), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 3, 0, 0
85914, PORT DE BOUC, 0131314H - MARTIGUES, ECOLE PRIMAIRE PUBLIQUE LES ARCADES LOUIS AZEMARD (0131056C), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 3, 0, 1
87944, PORT DE BOUC, 0134012R - ASH-OUEST, SEGPA CLG FREDERIC MISTRAL (0133646T), ISES - Enseignant 1er degré de segpa, G0170 - Enseigner en segpa ou en erea, 0, 0, Non, 3, 0, 0
86924, PORT ST LOUIS DU RHONE, 0134012R - ASH-OUEST, COLLEGE MAXIMILIEN ROBESPIERRE (0132323E), REF - Enseignant 1e degré référent, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 1
85927, PORT ST LOUIS DU RHONE, 0131313G - ARLES, ECOLE ELEMENTAIRE PUBLIQUE JULES VERNE (0131068R), DE - Directeur d'école, D0000 - Direction, 12, 1, Non, 1, 0, 1
85928, PORT ST LOUIS DU RHONE, 0131313G - ARLES, ECOLE ELEMENTAIRE PUBLIQUE JULES VERNE (0131068R), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 9, 0, 1
85929, PORT ST LOUIS DU RHONE, 0131313G - ARLES, ECOLE ELEMENTAIRE PUBLIQUE JULES VERNE (0131068R), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
85930, PORT ST LOUIS DU RHONE, 0131313G - ARLES, ECOLE ELEMENTAIRE PUBLIQUE JULES VERNE (0131068R), ULEC - Ulis école, G0176 - Ulis ue troubles fonctions cognitives, 0, 0, Non, 1, 0, 0
85931, PORT ST LOUIS DU RHONE, 0131313G - ARLES, ECOLE ELEMENTAIRE PUBLIQUE PAUL ELUARD (0131069S), DE - Directeur d'école, D0000 - Direction, 10, 0, Non, 1, 0, 0
85932, PORT ST LOUIS DU RHONE, 0131313G - ARLES, ECOLE ELEMENTAIRE PUBLIQUE PAUL ELUARD (0131069S), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 8, 0, 0
85933, PORT ST LOUIS DU RHONE, 0131313G - ARLES, ECOLE ELEMENTAIRE PUBLIQUE PAUL ELUARD (0131069S), RASE - Réseau d'aide à dominante, G0173 - Rased aide à dominante pédagogique, 0, 0, Non, 1, 0, 0
85934, PORT ST LOUIS DU RHONE, 0131313G - ARLES, ECOLE ELEMENTAIRE PUBLIQUE PAUL ELUARD (0131069S), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
87078, PORT ST LOUIS DU RHONE, 0131313G - ARLES, ECOLE ELEMENTAIRE PUBLIQUE ROMAIN ROLLAND (0132442J), DE - Directeur d'école, D0000 - Direction, 8, 0, Non, 1, 0, 0
87079, PORT ST LOUIS DU RHONE, 0131313G - ARLES, ECOLE ELEMENTAIRE PUBLIQUE ROMAIN ROLLAND (0132442J), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 6, 0, 0
87080, PORT ST LOUIS DU RHONE, 0131313G - ARLES, ECOLE ELEMENTAIRE PUBLIQUE ROMAIN ROLLAND (0132442J), RASE - Réseau d'aide à dominante, G0173 - Rased aide à dominante pédagogique, 0, 0, Non, 1, 0, 1
87081, PORT ST LOUIS DU RHONE, 0131313G - ARLES, ECOLE ELEMENTAIRE PUBLIQUE ROMAIN ROLLAND (0132442J), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
87119, PORT ST LOUIS DU RHONE, 0131313G - ARLES, ECOLE MATERNELLE PUBLIQUE ANNE FRANK (0132461E), DE - Directeur d'école, D0000 - Direction, 7, 0, Non, 1, 0, 0
87120, PORT ST LOUIS DU RHONE, 0131313G - ARLES, ECOLE MATERNELLE PUBLIQUE ANNE FRANK (0132461E), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 5, 0, 0
110723, PORT ST LOUIS DU RHONE, 0131313G - ARLES, ECOLE MATERNELLE PUBLIQUE ANNE FRANK (0132461E), ECMA - Enseignant classe préélémentaire, G0120 - Classe de lecture, 0, 0, Non, 1, 0, 1
87121, PORT ST LOUIS DU RHONE, 0131313G - ARLES, ECOLE MATERNELLE PUBLIQUE ANNE FRANK (0132461E), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
86316, PORT ST LOUIS DU RHONE, 0131313G - ARLES, ECOLE MATERNELLE PUBLIQUE DANIELLE CASANOVA (0131257W), DE - Directeur d'école, D0000 - Direction, 3, 0, Non, 1, 0, 0
86317, PORT ST LOUIS DU RHONE, 0131313G - ARLES, ECOLE MATERNELLE PUBLIQUE DANIELLE CASANOVA (0131257W), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 2, 0, 0
86813, PORT ST LOUIS DU RHONE, 0131313G - ARLES, ECOLE MATERNELLE PUBLIQUE FRANCE BLOCH (0132254E), DE - Directeur d'école, D0000 - Direction, 5, 0, Non, 1, 0, 0
86814, PORT ST LOUIS DU RHONE, 0131313G - ARLES, ECOLE MATERNELLE PUBLIQUE FRANCE BLOCH (0132254E), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 4, 0, 0
86815, PORT ST LOUIS DU RHONE, 0131313G - ARLES, ECOLE MATERNELLE PUBLIQUE FRANCE BLOCH (0132254E), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
86466, PORT ST LOUIS DU RHONE, 0131313G - ARLES, ECOLE MATERNELLE PUBLIQUE LOUISE MICHEL (0131592K), DE - Directeur d'école, D0000 - Direction, 4, 0, Non, 1, 0, 1
86467, PORT ST LOUIS DU RHONE, 0131313G - ARLES, ECOLE MATERNELLE PUBLIQUE LOUISE MICHEL (0131592K), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 3, 0, 0
87480, PORT ST LOUIS DU RHONE, 0134012R - ASH-OUEST, SEGPA CLG MAXIMILIEN ROBESPIERRE (0132731Y), ISES - Enseignant 1er degré de segpa, G0170 - Enseigner en segpa ou en erea, 0, 0, Non, 2, 0, 2
85935, PUYLOUBIER, 0133959H - TRETS, ECOLE ELEMENTAIRE PUBLIQUE PUYLOUBIER (0131070T), DE - Directeur d'école, D0000 - Direction, 4, 0, Non, 1, 0, 0
85936, PUYLOUBIER, 0133959H - TRETS, ECOLE ELEMENTAIRE PUBLIQUE PUYLOUBIER (0131070T), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 3, 0, 0
87971, PUYLOUBIER, 0133959H - TRETS, ECOLE MATERNELLE PUBLIQUE PUYLOUBIER (0133798H), DE - Directeur d'école, D0000 - Direction, 2, 0, Non, 1, 0, 0
87972, PUYLOUBIER, 0133959H - TRETS, ECOLE MATERNELLE PUBLIQUE PUYLOUBIER (0133798H), ECMA - Enseignant classe préélémentaire, G0489 - Occitan, 0, 0, Non, 1, 0, 0
86571, ROGNAC, 0134012R - ASH-OUEST, COLLEGE COUSTEAU (COMMANDANT) (0131706J), REF - Enseignant 1e degré référent, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
87861, ROGNAC, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE GERALD KRAEMER (0133254S), DE - Directeur d'école, D0000 - Direction, 8, 0, Non, 1, 0, 0
87862, ROGNAC, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE GERALD KRAEMER (0133254S), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 7, 0, 0
87636, ROGNAC, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE JEAN GIONO (0132986A), DE - Directeur d'école, D0000 - Direction, 6, 0, Non, 1, 0, 1
87637, ROGNAC, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE JEAN GIONO (0132986A), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 5, 0, 0
87638, ROGNAC, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE JEAN GIONO (0132986A), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
85952, ROGNAC, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE LAMARTINE (0131076Z), DE - Directeur d'école, D0000 - Direction, 7, 0, Non, 1, 0, 0
85953, ROGNAC, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE LAMARTINE (0131076Z), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 6, 0, 0
85948, ROGNAC, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE MARCEL PAGNOL (0131075Y), DE - Directeur d'école, D0000 - Direction, 10, 0, Non, 1, 0, 0
85949, ROGNAC, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE MARCEL PAGNOL (0131075Y), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 9, 0, 0
85950, ROGNAC, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE MARCEL PAGNOL (0131075Y), RASE - Réseau d'aide à dominante, G0173 - Rased aide à dominante pédagogique, 0, 0, Non, 1, 0, 0
85951, ROGNAC, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE MARCEL PAGNOL (0131075Y), TS - Titulaire de secteur, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
87586, ROGNAC, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE ROMAIN ROLLAND (0132802A), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 4, 0, 1
87587, ROGNAC, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE ROMAIN ROLLAND (0132802A), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
87813, ROGNAC, 0133000R - AIX VALLEE DE L'ARC, ECOLE MATERNELLE PUBLIQUE GERALD KRAEMER (0133186T), DE - Directeur d'école, D0000 - Direction, 4, 0, Non, 1, 0, 0
87814, ROGNAC, 0133000R - AIX VALLEE DE L'ARC, ECOLE MATERNELLE PUBLIQUE GERALD KRAEMER (0133186T), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 3, 0, 0
87626, ROGNAC, 0133000R - AIX VALLEE DE L'ARC, ECOLE MATERNELLE PUBLIQUE JARDINS (LES) (0132903K), DE - Directeur d'école, D0000 - Direction, 3, 0, Non, 1, 0, 0
87627, ROGNAC, 0133000R - AIX VALLEE DE L'ARC, ECOLE MATERNELLE PUBLIQUE JARDINS (LES) (0132903K), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 2, 0, 0
87639, ROGNAC, 0133000R - AIX VALLEE DE L'ARC, ECOLE MATERNELLE PUBLIQUE JEAN GIONO (0132987B), DE - Directeur d'école, D0000 - Direction, 3, 0, Non, 1, 0, 0
87640, ROGNAC, 0133000R - AIX VALLEE DE L'ARC, ECOLE MATERNELLE PUBLIQUE JEAN GIONO (0132987B), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
85954, ROGNAC, 0133000R - AIX VALLEE DE L'ARC, ECOLE MATERNELLE PUBLIQUE LAMARTINE (0131077A), DE - Directeur d'école, D0000 - Direction, 3, 0, Non, 1, 0, 0
85955, ROGNAC, 0133000R - AIX VALLEE DE L'ARC, ECOLE MATERNELLE PUBLIQUE LAMARTINE (0131077A), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 2, 0, 0
85956, ROGNAC, 0133000R - AIX VALLEE DE L'ARC, ECOLE MATERNELLE PUBLIQUE LAMARTINE (0131077A), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
87203, ROGNAC, 0133000R - AIX VALLEE DE L'ARC, ECOLE MATERNELLE PUBLIQUE MARCEL PAGNOL (0132514M), DE - Directeur d'école, D0000 - Direction, 3, 0, Non, 1, 0, 0
87204, ROGNAC, 0133000R - AIX VALLEE DE L'ARC, ECOLE MATERNELLE PUBLIQUE MARCEL PAGNOL (0132514M), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 2, 0, 0
87492, ROGNAC, 0133000R - AIX VALLEE DE L'ARC, ECOLE MATERNELLE PUBLIQUE ROMAIN ROLLAND (0132744M), DE - Directeur d'école, D0000 - Direction, 2, 0, Non, 1, 0, 0
87493, ROGNAC, 0133000R - AIX VALLEE DE L'ARC, ECOLE MATERNELLE PUBLIQUE ROMAIN ROLLAND (0132744M), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
87494, ROGNAC, 0133000R - AIX VALLEE DE L'ARC, ECOLE MATERNELLE PUBLIQUE ROMAIN ROLLAND (0132744M), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
85957, ROGNES, 0133644R - PEYROLLES, ECOLE ELEMENTAIRE PUBLIQUE ROBERT VERRIER (0131078B), DE - Directeur d'école, D0000 - Direction, 12, 1, Non, 1, 0, 0
85958, ROGNES, 0133644R - PEYROLLES, ECOLE ELEMENTAIRE PUBLIQUE ROBERT VERRIER (0131078B), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 10, 0, 0
85959, ROGNES, 0133644R - PEYROLLES, ECOLE ELEMENTAIRE PUBLIQUE ROBERT VERRIER (0131078B), IEEL - Unité pédagogique élève allophone arrivant, G0163 - Accueil primo arrivants, 0, 0, Non, 1, 0, 0
85960, ROGNES, 0133644R - PEYROLLES, ECOLE ELEMENTAIRE PUBLIQUE ROBERT VERRIER (0131078B), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
85961, ROGNES, 0133644R - PEYROLLES, ECOLE ELEMENTAIRE PUBLIQUE ROBERT VERRIER (0131078B), TS - Titulaire de secteur, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
87558, ROGNES, 0133644R - PEYROLLES, ECOLE MATERNELLE PUBLIQUE ROGNES (0132788K), DE - Directeur d'école, D0000 - Direction, 5, 0, Non, 1, 0, 0
87559, ROGNES, 0133644R - PEYROLLES, ECOLE MATERNELLE PUBLIQUE ROGNES (0132788K), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 3, 0, 0
87560, ROGNES, 0133644R - PEYROLLES, ECOLE MATERNELLE PUBLIQUE ROGNES (0132788K), TS - Titulaire de secteur, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
85962, ROGNONAS, 0133001S - SAINT REMY, ECOLE ELEMENTAIRE PUBLIQUE ROGNONAS (0131080D), DE - Directeur d'école, D0000 - Direction, 6, 0, Non, 1, 0, 0
85963, ROGNONAS, 0133001S - SAINT REMY, ECOLE ELEMENTAIRE PUBLIQUE ROGNONAS (0131080D), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 4, 0, 1
87628, ROGNONAS, 0133001S - SAINT REMY, ECOLE MATERNELLE PUBLIQUE MIREILLE (0132904L), DE - Directeur d'école, D0000 - Direction, 4, 0, Non, 1, 0, 1
87629, ROGNONAS, 0133001S - SAINT REMY, ECOLE MATERNELLE PUBLIQUE MIREILLE (0132904L), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 2, 0, 0
85975, ROQUEFORT LA BEDOULE, 0131852T - LA CIOTAT, ECOLE ELEMENTAIRE PUBLIQUE PAUL ELUARD (0131086K), DE - Directeur d'école, D0000 - Direction, 13, 0, Non, 1, 0, 0
85976, ROQUEFORT LA BEDOULE, 0131852T - LA CIOTAT, ECOLE ELEMENTAIRE PUBLIQUE PAUL ELUARD (0131086K), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 10, 0, 0
85977, ROQUEFORT LA BEDOULE, 0131852T - LA CIOTAT, ECOLE ELEMENTAIRE PUBLIQUE PAUL ELUARD (0131086K), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
85982, ROQUEFORT LA BEDOULE, 0131852T - LA CIOTAT, ECOLE MATERNELLE PUBLIQUE JOLIOT CURIE (0131091R), DE - Directeur d'école, D0000 - Direction, 8, 0, Non, 1, 0, 0
85983, ROQUEFORT LA BEDOULE, 0131852T - LA CIOTAT, ECOLE MATERNELLE PUBLIQUE JOLIOT CURIE (0131091R), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 7, 0, 1
85984, ROQUEFORT LA BEDOULE, 0131852T - LA CIOTAT, ECOLE MATERNELLE PUBLIQUE JOLIOT CURIE (0131091R), TS - Titulaire de secteur, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
85985, ROQUEVAIRE, 0133371U - AUBAGNE, ECOLE ELEMENTAIRE PUBLIQUE JOSEPH MARTINAT (0131092S), DE - Directeur d'école, D0000 - Direction, 11, 1, Non, 1, 0, 0
85986, ROQUEVAIRE, 0133371U - AUBAGNE, ECOLE ELEMENTAIRE PUBLIQUE JOSEPH MARTINAT (0131092S), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 9, 0, 0
85987, ROQUEVAIRE, 0133371U - AUBAGNE, ECOLE ELEMENTAIRE PUBLIQUE JOSEPH MARTINAT (0131092S), RASE - Réseau d'aide à dominante, G0173 - Rased aide à dominante pédagogique, 0, 0, Non, 1, 0, 0
85988, ROQUEVAIRE, 0133371U - AUBAGNE, ECOLE ELEMENTAIRE PUBLIQUE JOSEPH MARTINAT (0131092S), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
85989, ROQUEVAIRE, 0133371U - AUBAGNE, ECOLE ELEMENTAIRE PUBLIQUE JOSEPH MARTINAT (0131092S), TS - Titulaire de secteur, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
